-7.659356296062469482e-02,4.269567430019378662e-01,-2.003170177340507507e-02,1.145726218819618225e-01,-1.778117269277572632e-01,3.783333674073219299e-02
-6.120736524462699890e-02,1.544774472713470459e-01,-4.230270162224769592e-02,-5.163474753499031067e-02,-6.539005041122436523e-02,-1.710635870695114136e-01
-2.215477228164672852e-01,-1.785306259989738464e-02,-2.637580037117004395e-01,-3.370387554168701172e-01,-5.176318064332008362e-02,-2.470926195383071899e-01
-3.349196910858154297e-01,-3.137714564800262451e-01,-4.074216485023498535e-01,-5.854506492614746094e-01,-3.651811778545379639e-01,-3.078874051570892334e-01
-3.057668805122375488e-01,-5.713349580764770508e-01,-4.469448328018188477e-01,-6.373423337936401367e-01,-3.243005871772766113e-01,-4.686976969242095947e-01
-4.750150442123413086e-01,-6.251383423805236816e-01,-5.721015930175781250e-01,-8.670013546943664551e-01,-4.912297427654266357e-01,-6.264734268188476562e-01
-6.596493721008300781e-01,-8.632580637931823730e-01,-7.471328377723693848e-01,-8.508173227310180664e-01,-6.002447009086608887e-01,-8.423952460289001465e-01
-8.280877470970153809e-01,-8.464778065681457520e-01,-9.168315529823303223e-01,-1.025758862495422363e+00,-9.068492650985717773e-01,-8.835145831108093262e-01
-9.349812865257263184e-01,-1.027864336967468262e+00,-9.889770746231079102e-01,-1.055558085441589355e+00,-9.272895455360412598e-01,-9.804027676582336426e-01
-9.746614694595336914e-01,-1.058761358261108398e+00,-1.054535388946533203e+00,-1.118752837181091309e+00,-9.545432925224304199e-01,-1.142989516258239746e+00
-1.110707879066467285e+00,-1.124284148216247559e+00,-1.144874095916748047e+00,-1.181433796882629395e+00,-1.250927686691284180e+00,-1.080780267715454102e+00
-1.120425462722778320e+00,-1.189274311065673828e+00,-1.183769941329956055e+00,-1.186828494071960449e+00,-1.264554619789123535e+00,-1.263650417327880859e+00
-1.113947033882141113e+00,-1.194867730140686035e+00,-1.202276825904846191e+00,-1.148808836936950684e+00,-1.210047125816345215e+00,-1.344247698783874512e+00
-1.245944380760192871e+00,-1.155447483062744141e+00,-1.307671904563903809e+00,-1.149579524993896484e+00,-1.376976251602172852e+00,-1.310114026069641113e+00
-1.149578213691711426e+00,-1.156246542930603027e+00,-1.206981897354125977e+00,-1.040915369987487793e+00,-1.257741212844848633e+00,-1.242661595344543457e+00
-1.040255308151245117e+00,-1.043579220771789551e+00,-1.096881628036499023e+00,-9.188929796218872070e-01,-1.073778390884399414e+00,-1.071166992187500000e+00
-9.082579016685485840e-01,-9.170613884925842285e-01,-9.180862903594970703e-01,-8.379728198051452637e-01,-1.118065714836120605e+00,-8.973926901817321777e-01
-8.896325230598449707e-01,-8.331601619720458984e-01,-8.324527144432067871e-01,-8.361746072769165039e-01,-1.012457489967346191e+00,-7.330354452133178711e-01
-8.135113716125488281e-01,-8.312956690788269043e-01,-8.023397922515869141e-01,-5.556515455245971680e-01,-8.046477437019348145e-01,-4.804885387420654297e-01
-6.790845990180969238e-01,-5.404379963874816895e-01,-5.658280849456787109e-01,-3.907285928726196289e-01,-4.196886718273162842e-01,-3.961693346500396729e-01
-6.564102172851562500e-01,-3.694392740726470947e-01,-4.858406484127044678e-01,-4.107659757137298584e-01,-3.472959250211715698e-02,-2.297668159008026123e-01
-3.065766990184783936e-01,-3.902148008346557617e-01,-2.079236656427383423e-01,2.116767764091491699e-01,3.706697821617126465e-01,-1.580291390419006348e-01
3.882315158843994141e-01,2.551589608192443848e-01,6.255136132240295410e-01,3.827650249004364014e-01,3.945167958736419678e-01,5.012981891632080078e-01
5.590992569923400879e-01,4.325501620769500732e-01,7.629037499427795410e-01,6.060017943382263184e-01,6.909012198448181152e-01,5.634936094284057617e-01
5.647678375244140625e-01,6.640110611915588379e-01,8.115235567092895508e-01,4.981083273887634277e-01,5.886996984481811523e-01,6.750499606132507324e-01
6.692320108413696289e-01,5.521427392959594727e-01,9.181734323501586914e-01,8.215319514274597168e-01,6.295803189277648926e-01,8.023521304130554199e-01
8.158057928085327148e-01,8.874813914299011230e-01,1.262589693069458008e+00,8.865249156951904297e-01,7.283751368522644043e-01,9.101004004478454590e-01
1.070892691612243652e+00,9.548687934875488281e-01,1.293957352638244629e+00,1.094091415405273438e+00,1.017946124076843262e+00,9.711173772811889648e-01
1.049837946891784668e+00,1.170082092285156250e+00,1.364534497261047363e+00,7.534562945365905762e-01,1.109927535057067871e+00,9.888594746589660645e-01
1.213417410850524902e+00,8.168978095054626465e-01,9.429538249969482422e-01,1.385146975517272949e+00,9.702520370483398438e-01,1.005829691886901855e+00
1.304115056991577148e+00,1.471860289573669434e+00,1.288624882698059082e+00,1.479939222335815430e+00,1.430158972740173340e+00,1.267336249351501465e+00
1.108143448829650879e+00,1.570144653320312500e+00,1.197031378746032715e+00,1.585263729095458984e+00,9.872856736183166504e-01,1.227813005447387695e+00
1.581066608428955078e+00,1.679349422454833984e+00,1.495023727416992188e+00,1.442176461219787598e+00,1.334770798683166504e+00,1.470223307609558105e+00
1.934949040412902832e+00,1.530990719795227051e+00,1.438875675201416016e+00,1.657963395118713379e+00,1.433565616607666016e+00,1.696441531181335449e+00
2.118773698806762695e+00,1.754727363586425781e+00,1.563718795776367188e+00,1.651541233062744141e+00,2.162603139877319336e+00,1.913134455680847168e+00
1.528429627418518066e+00,1.748068571090698242e+00,1.449540615081787109e+00,1.616347432136535645e+00,1.838965058326721191e+00,1.847136020660400391e+00
